z,n,name,levelEnergy(MeV),halflife,halflifeUnit,halflifeUncertainty,spinAndParity,decayModes,massExcess(keV),massExcessUncertainty,betaMinus(keV),betaMinusUncertainty,positronEmission(keV),positronEmissionUncertainty,neutronSeparationEnergy(keV),neutronSeparationEnergyUncertainty,protonSeparationEnergy(keV),protonSeparationEnergyUncertainty,alpha(keV),alphaUncertainty,twoNeutronSeparationEnergy(keV),twoNeutronSeparationEnergyUncertainty,twoProtonSeparationEnergy(keV),twoProtonSeparationEnergyUncertainty,bindingEnergy(keV),bindingEnergyUncertainty
28,41,69Ni,0.3210,3.5,s,4,(1/2-),IT LT 0.01,-59658,4,5758,4,-1.062E+4,9,4586,5,15625,5,-11186,6,12379,5,28848,5,8623.10,5
28,41,69Ni,2.7000,0.439,us,3,(17/2-),IT = 100.00,-57279,4,5758,4,-1.062E+4,9,4586,5,15625,5,-11186,6,12379,5,28848,5,8623.10,5
28,44,72Ni,0.0,1587,ms,93,0+,B- = 100.00,-54226.1,22,5557,3,-1.49E+4,3,6891,3,1.71E+4,5,-1.275E+4,19,11155,3,3.19E+4,3,8520.21,3
28,44,72Ni,0.0,1587,ms,93,0+,BN ? ,-54226.1,22,5557,3,-1.49E+4,3,6891,3,1.71E+4,5,-1.275E+4,19,11155,3,3.19E+4,3,8520.21,3
28,45,73Ni,0.0,842,ms,30,(9/2+),B- = 100.00,-50108.2,24,8879,3,-1.32E+4,3,3953,3,1.71E+4,3,-1.333E+4,20,10845,3,3.28E+4,4,8457.65,3
28,45,73Ni,0.0,842,ms,30,(9/2+),BN ? ,-50108.2,24,8879,3,-1.32E+4,3,3953,3,1.71E+4,3,-1.333E+4,20,10845,3,3.28E+4,4,8457.65,3
28,42,70Ni,0.0,6.0,s,3,0+,B- = 100.00,-59213.9,21,3762.5,24,-13711,11,7307,4,1.612E+4,9,-11571,5,11893,4,2.990E+4,19,8604.29,3
28,43,71Ni,0.0,2.56,s,3,(9/2+),B- = 100.00,-55406.2,22,7305,3,-1.21E+4,5,4264,3,16170,11,-12123,4,11570,4,3.079E+4,20,8543.16,3
28,43,71Ni,0.4990,2.3,s,3,(1/2-),B- = 100.00,-54907.2,22,7305,3,-1.21E+4,5,4264,3,16170,11,-12123,4,11570,4,3.079E+4,20,8543.16,3
28,26,54Ni,0.0,114.2,ms,3,0+,EC = 100.00,-39278,5,-1.80E+4,4,7710,5,1.772E+4,3,3908,5,-7227,10,3.286E+4,8,5524,5,8393.03,9
28,27,55Ni,0.0,204.7,ms,37,7/2-,EC = 100.00,-45336.0,7,-1.370E+4,16,7672.0,6,14129,5,4614.9,7,-7571.7,16,3.185E+4,3,8966.4,18,8497.323,13
28,24,52Ni,0.0,40.8,ms,2,0+,EC = 100.00,-2.256E+4,8,-2.07E+4,6,1.076E+4,8,1.90E+4,5,2.51E+3,10,-6.98E+3,12,3.52E+4,5,2.66E+3,8,8083.9,16
28,24,52Ni,0.0,40.8,ms,2,0+,EP = 31.40,-2.256E+4,8,-2.07E+4,6,1.076E+4,8,1.90E+4,5,2.51E+3,10,-6.98E+3,12,3.52E+4,5,2.66E+3,8,8083.9,16
28,25,53Ni,0.0,55.2,ms,7,(7/2-),EC = 100.00,-2.963E+4,3,-1.65E+4,5,1.201E+4,3,1.514E+4,9,2.58E+3,3,-7.31E+3,3,3.41E+4,5,4.02E+3,3,8217.1,5
28,25,53Ni,0.0,55.2,ms,7,(7/2-),EP = 23.40,-2.963E+4,3,-1.65E+4,5,1.201E+4,3,1.514E+4,9,2.58E+3,3,-7.31E+3,3,3.41E+4,5,4.02E+3,3,8217.1,5
28,28,56Ni,0.0,6.075,d,10,0+,EC = 100.00,-53907.6,4,-15278,6,1110.9,4,16643.0,7,7166.6,3,-8000.5,4,30772,5,12231.0,4,8642.781,7
28,29,57Ni,0.0,35.60,h,6,3/2-,EC = 100.00,-56084.0,6,-8774.9,4,2239.7,6,10247.6,5,7332.4,6,-7561.4,17,26890.6,8,13180.5,5,8670.936,10
28,22,50Ni,0.0,18.5,ms,12,0+,EC = 100.00,-3.5E+3,5,,,1.31E+4,5,2.01E+4,8,1.0E+3,7,-7.1E+3,6,3.78E+4,7,0,AP,7702,10
28,22,50Ni,0.0,18.5,ms,12,0+,EP = 86.70,-3.5E+3,5,,,1.31E+4,5,2.01E+4,8,1.0E+3,7,-7.1E+3,6,3.78E+4,7,0,AP,7702,10
28,22,50Ni,0.0,18.5,ms,12,0+,E2P  ,-3.5E+3,5,,,1.31E+4,5,2.01E+4,8,1.0E+3,7,-7.1E+3,6,3.78E+4,7,0,AP,7702,10
28,23,51Ni,0.0,23.8,ms,2,(7/2-),EP = 87.20,-1.16E+4,5,,,1.47E+4,5,1.63E+4,7,1.4E+3,5,-6.9E+3,7,3.63E+4,8,1.5E+3,5,7870,10
28,23,51Ni,0.0,23.8,ms,2,(7/2-),EC  ,-1.16E+4,5,,,1.47E+4,5,1.63E+4,7,1.4E+3,5,-6.9E+3,7,3.63E+4,8,1.5E+3,5,7870,10
28,20,48Ni,0.0,2.1,ms,+14-6,0+,2P@ = 70.00,1.82E+4,4,,,1.54E+4,7,,,0,AP,,,,,-2.4E+3,3,7236,9
28,20,48Ni,0.0,2.1,ms,+14-6,0+,EC  ,1.82E+4,4,,,1.54E+4,7,,,0,AP,,,,,-2.4E+3,3,7236,9
28,21,49Ni,0.0,7.5,ms,10,,EC = 100.00,8.5E+3,6,,,1.73E+4,8,1.77E+4,7,0,AP,-8.3E+3,7,,,-1.1E+3,8,7450,12
28,21,49Ni,0.0,7.5,ms,10,,EP = 83.00,8.5E+3,6,,,1.73E+4,8,1.77E+4,7,0,AP,-8.3E+3,7,,,-1.1E+3,8,7450,12
29,28,57Cu,0.0,196.3,ms,7,3/2-,EC = 100.00,-47309.0,5,-1.476E+4,20,7752.9,4,16751,6,690.3,4,-7074.6,18,3.182E+4,16,7857.0,5,8503.265,9
29,27,56Cu,0.0,93,ms,3,(4+),EC = 100.00,-38630,6,-1.32E+4,4,14256,6,1.507E+4,16,583,6,-6711,8,3.35E+4,4,5198,6,8355.99,11
29,27,56Cu,0.0,93,ms,3,(4+),EP = 0.40,-38630,6,-1.32E+4,4,14256,6,1.507E+4,16,583,6,-6711,8,3.35E+4,4,5198,6,8355.99,11
29,26,55Cu,0.0,27,ms,8,(3/2-),EC ? ,-3.164E+4,16,-1.74E+4,4,1.268E+4,16,1.85E+4,4,-3.5E+2,16,-6.72E+3,16,3.46E+4,5,3.55E+3,16,8234,3
29,26,55Cu,0.0,27,ms,8,(3/2-),EP ? ,-3.164E+4,16,-1.74E+4,4,1.268E+4,16,1.85E+4,4,-3.5E+2,16,-6.72E+3,16,3.46E+4,5,3.55E+3,16,8234,3
29,25,54Cu,0.0,75,ns,LT,(3+),P  ,-2.12E+4,4,-1.55E+4,5,1.70E+4,4,1.62E+4,6,-1.1E+3,4,-6.1E+3,4,3.55E+4,7,1.5E+3,4,8045,7
29,29,58Cu,0.0,3.204,s,7,1+,EC = 100.00,-51667.9,6,-9.37E+3,5,7539.0,4,12430.2,6,2872.9,7,-6082.7,6,29181,6,10205.3,6,8570.970,10
29,24,53Cu,0.0,300,ns,LT,(3/2-),EC  ,-1.31E+4,5,,,1.55E+4,5,1.93E+4,8,-2.1E+3,5,-5.8E+3,7,,,0,AP,7891,9
29,24,53Cu,0.0,300,ns,LT,(3/2-),P  ,-1.31E+4,5,,,1.55E+4,5,1.93E+4,8,-2.1E+3,5,-5.8E+3,7,,,0,AP,7891,9
29,23,52Cu,0.0,,,,(3+),P  ,-1.9E+3,6,,,1.97E+4,6,,,-2.5E+3,8,-6.0E+3,8,,,-1.1E+3,6,7671,12
29,39,68Cu,0.0,30.9,s,6,1+,B- = 100.00,-65567.0,16,4440.1,18,-3125,3,6318.8,18,9113,3,-8200,20,15451.4,17,23736,14,8701.891,23
29,39,68Cu,0.7216,3.75,m,5,(6-),IT = 84.00,-64845.4,16,4440.1,18,-3125,3,6318.8,18,9113,3,-8200,20,15451.4,17,23736,14,8701.891,23
29,39,68Cu,0.7216,3.75,m,5,(6-),B- = 16.00,-64845.4,16,4440.1,18,-3125,3,6318.8,18,9113,3,-8200,20,15451.4,17,23736,14,8701.891,23
29,38,67Cu,0.0,61.83,h,12,3/2-,B- = 100.00,-67319.6,9,560.8,8,-4599,3,9132.6,11,8602.2,17,-7893,19,16198.5,11,22712.3,23,8737.460,13
29,37,66Cu,0.0,5.120,m,14,1+,B- = 100.00,-66258.3,6,2640.9,9,-1274.0,15,7065.93,9,8421.5,7,-7259,19,16976.5,7,21044,20,8731.473,10
29,36,65Cu,0.0,STABLE,,,3/2-,,-67263.7,6,-1351.7,4,-3159.9,7,9910.6,7,7453.6,7,-6790.4,10,17826.4,7,19990,19,8757.097,10
29,31,60Cu,0.0,23.7,m,4,2+,EC = 100.00,-58345.3,16,-4170.8,16,5106.0,16,10058.1,16,4477.4,16,-4729.7,16,22820.0,16,13075.9,19,8665.60,3
29,30,59Cu,0.0,81.5,s,5,3/2-,EC = 100.00,-56358.5,5,-9142.8,6,3776.4,4,12761.9,6,3418.6,4,-4753.4,5,25192.1,6,11590.7,6,8642.003,9
29,35,64Cu,0.0,12.701,h,2,1+,EC = 61.50,-65424.4,4,579.6,6,652.62,21,7915.868,24,7200.50,3,-6198.9,4,18779.5,5,18578,19,8739.074,7
29,35,64Cu,0.0,12.701,h,2,1+,B- = 38.50,-65424.4,4,579.6,6,652.62,21,7915.868,24,7200.50,3,-6198.9,4,18779.5,5,18578,19,8739.074,7
29,34,63Cu,0.0,STABLE,,,3/2-,,-65579.9,4,-3366.4,15,-1088.975,15,10863.6,5,6122.40,6,-5774.9,4,19738.4,10,17259.6,7,8752.140,7
29,33,62Cu,0.0,9.673,m,8,1+,EC = 100.00,-62787.5,6,-1619.5,7,2936.9,5,8874.8,11,5854.5,6,-5365.2,12,20584.9,17,15715.0,6,8718.084,10
29,32,61Cu,0.0,3.339,h,8,3/2-,EC = 100.00,-61984.1,10,-5635,16,1216.0,10,11710.1,18,4799.8,10,-5063.3,10,21768.2,10,14332.2,10,8715.515,16
29,49,78Cu,0.0,335,ms,11,(4-:5-:6-),B- = 100.00,-44789,13,12694,13,-1.09E+4,4,3998,13,1.47E+4,4,-1.37E+4,4,9950,13,3.37E+4,5,8354.67,17
29,49,78Cu,0.0,335,ms,11,(4-:5-:6-),BN AP 65.00,-44789,13,12694,13,-1.09E+4,4,3998,13,1.47E+4,4,-1.37E+4,4,9950,13,3.37E+4,5,8354.67,17
29,48,77Cu,0.0,468.1,ms,20,(5/2-),B- = 100.00,-48862.8,12,9926.4,23,-1.25E+4,4,5952.5,15,1.40E+4,3,-1.33E+4,3,10535.2,14,3.29E+4,4,8411.250,16
29,48,77Cu,0.0,468.1,ms,20,(5/2-),BN = 30.30,-48862.8,12,9926.4,23,-1.25E+4,4,5952.5,15,1.40E+4,3,-1.33E+4,3,10535.2,14,3.29E+4,4,8411.250,16
29,47,76Cu,0.0,0.638,s,9,(3:4),B- = 100.00,-50981.6,9,11321.4,17,-9.8E+3,3,4582.7,12,1.403E+4,20,-1.31E+4,3,11118,6,3.20E+4,4,8443.602,12
29,47,76Cu,0.0,0.638,s,9,(3:4),BN = 7.20,-50981.6,9,11321.4,17,-9.8E+3,3,4582.7,12,1.403E+4,20,-1.31E+4,3,11118,6,3.20E+4,4,8443.602,12
29,47,76Cu,0.0,1.27,s,30,,B- = 100.00,-50981.6,9,11321.4,17,-9.8E+3,3,4582.7,12,1.403E+4,20,-1.31E+4,3,11118,6,3.20E+4,4,8443.602,12
29,42,71Cu,0.0,19.4,s,16,3/2(-),B- = 100.00,-62711.1,15,4618,3,-8327,3,7806.1,18,10786,3,-9814,7,13117.5,20,2.690E+4,9,8635.023,21
29,41,70Cu,0.0,44.5,s,2,(6-),B- = 100.00,-62976.4,11,6588.4,22,-4784.5,24,5311.5,18,10287,4,-8993,14,13552.0,19,25912,4,8646.866,16
29,41,70Cu,0.1011,33,s,2,(3-),B- = 52.00,-62875.3,11,6588.4,22,-4784.5,24,5311.5,18,10287,4,-8993,14,13552.0,19,25912,4,8646.866,16
29,41,70Cu,0.1011,33,s,2,(3-),IT = 48.00,-62875.3,11,6588.4,22,-4784.5,24,5311.5,18,10287,4,-8993,14,13552.0,19,25912,4,8646.866,16
29,41,70Cu,0.2426,6.6,s,2,1+,B- = 93.20,-62733.8,11,6588.4,22,-4784.5,24,5311.5,18,10287,4,-8993,14,13552.0,19,25912,4,8646.866,16
29,41,70Cu,0.2426,6.6,s,2,1+,IT = 6.80,-62733.8,11,6588.4,22,-4784.5,24,5311.5,18,10287,4,-8993,14,13552.0,19,25912,4,8646.866,16
29,40,69Cu,0.0,2.85,m,15,3/2-,B- = 100.00,-65736.2,14,2681.7,16,-6780,4,8240.5,21,9561,3,-8976,3,14559.3,17,24992,7,8695.204,20
29,46,75Cu,0.0,1.224,s,3,5/2(-),B- = 100.00,-54470.2,7,8088.7,21,-1.125E+4,20,6535,6,1.306E+4,20,-1.25E+4,5,11625.4,21,3.11E+4,3,8495.080,10
29,46,75Cu,0.0,1.222,s,8,(5/2-),BN = 3.50,-54470.2,7,8088.7,21,-1.125E+4,20,6535,6,1.306E+4,20,-1.25E+4,5,11625.4,21,3.11E+4,3,8495.080,10
29,45,74Cu,0.0,1.594,s,10,(1+:3+),B- = 100.00,-56006,6,9751,7,-8.33E+3,20,5090,6,13187,7,-11906,13,12366,6,3.03E+4,3,8521.56,8
29,44,73Cu,0.0,4.2,s,3,(3/2-),B- = 100.00,-58987.4,19,6606,3,-9901,3,7275.8,24,12050,3,-1.103E+4,9,12418.9,24,2.92E+4,5,8568.57,3
29,43,72Cu,0.0,6.63,s,3,(2),B- = 100.00,-59783.0,14,8362,3,-6579,3,5143.2,20,11666,3,-10565,4,12949.3,18,27836,11,8586.526,19
29,53,82Cu,0.0,636,ns,GT,,B- = 100.00,-2.57E+4,4,1.66E+4,4,-1.60E+4,9,1.9E+3,5,1.69E+4,8,-1.28E+4,8,5.2E+3,5,,,8108,5
29,53,82Cu,0.0,636,ns,GT,,BN  ,-2.57E+4,4,1.66E+4,4,-1.60E+4,9,1.9E+3,5,1.69E+4,8,-1.28E+4,8,5.2E+3,5,,,8108,5
29,53,82Cu,0.0,636,ns,GT,,B2N  ,-2.57E+4,4,1.66E+4,4,-1.60E+4,9,1.9E+3,5,1.69E+4,8,-1.28E+4,8,5.2E+3,5,,,8108,5
29,52,81Cu,0.0,632,ns,GT,,B- = 100.00,-3.19E+4,3,1.43E+4,3,-1.68E+4,8,3.3E+3,4,1.60E+4,7,-1.24E+4,7,5.6E+3,3,,,8185,4
29,52,81Cu,0.0,632,ns,GT,,B2N  ,-3.19E+4,3,1.43E+4,3,-1.68E+4,8,3.3E+3,4,1.60E+4,7,-1.24E+4,7,5.6E+3,3,,,8185,4
29,52,81Cu,0.0,632,ns,GT,,BN  ,-3.19E+4,3,1.43E+4,3,-1.68E+4,8,3.3E+3,4,1.60E+4,7,-1.24E+4,7,5.6E+3,3,,,8185,4
29,51,80Cu,0.0,0.17,s,+11-5,,B- = 100.00,-3.67E+4,3,1.50E+4,3,-1.45E+4,7,2.3E+3,3,1.58E+4,6,-1.34E+4,6,8.0E+3,3,3.59E+4,8,8246,4
29,50,79Cu,0.0,241.0,ms,32,,B- = 100.00,-4.241E+4,10,1.102E+4,11,-1.53E+4,5,5.69E+3,11,1.48E+4,4,-1.43E+4,4,9.69E+3,10,3.51E+4,6,8320.9,13
29,50,79Cu,0.0,241.0,ms,32,,BN = 55.00,-4.241E+4,10,1.102E+4,11,-1.53E+4,5,5.69E+3,11,1.48E+4,4,-1.43E+4,4,9.69E+3,10,3.51E+4,6,8320.9,13
29,55,84Cu,,,,,,,-1.37E+4,5,1.81E+4,6,,,1.4E+3,7,,,,,4.1E+3,6,,,7965,6
29,54,83Cu,,,,,,,-2.04E+4,5,1.59E+4,6,,,2.7E+3,6,1.70E+4,9,,,4.6E+3,6,,,8044,6
30,28,58Zn,0.0,86,ms,8,0+,EC = 100.00,-4.230E+4,5,-1.88E+4,3,8.35E+3,5,1.782E+4,21,2.28E+3,5,-5.45E+3,5,3.31E+4,4,2.97E+3,5,8395.9,9
30,28,58Zn,0.0,86,ms,8,0+,EP LT 3.00,-4.230E+4,5,-1.88E+4,3,8.35E+3,5,1.782E+4,21,2.28E+3,5,-5.45E+3,5,3.31E+4,4,2.97E+3,5,8395.9,9
30,27,57Zn,0.0,38,ms,4,(7/2-),EC = 100.00,-3.255E+4,20,-1.71E+4,4,1.374E+4,20,1.52E+4,4,1.21E+3,20,-5.34E+3,20,3.44E+4,4,1.79E+3,20,8231,4
30,27,57Zn,0.0,38,ms,4,(7/2-),EP AP 65.00,-3.255E+4,20,-1.71E+4,4,1.374E+4,20,1.52E+4,4,1.21E+3,20,-5.34E+3,20,3.44E+4,4,1.79E+3,20,8231,4
30,29,59Zn,0.0,182.0,ms,18,3/2-,EC = 100.00,-47215.7,8,-1.346E+4,17,8120.8,6,1.299E+4,5,2836.8,7,-4304.6,10,3.081E+4,20,5709.7,8,8473.780,13
30,29,59Zn,0.0,182.0,ms,18,3/2-,EP = 0.10,-47215.7,8,-1.346E+4,17,8120.8,6,1.299E+4,5,2836.8,7,-4304.6,10,3.081E+4,20,5709.7,8,8473.780,13
30,24,54Zn,0.0,1.59,ms,+60-35,0+,2P = 92.00,-5.70E+3,22,,,1.45E+4,5,,,0,AP,-4.7E+3,5,,,-2.28E+3,20,7742,4
30,26,56Zn,0.0,30.0,ms,17,0+,EC = 100.00,-2.54E+4,4,-2.15E+4,6,1.22E+4,4,1.92E+4,6,1.0E+3,4,-5.3E+3,4,3.58E+4,5,7.E+2,4,8106,7
30,26,56Zn,0.0,30.0,ms,17,0+,EP = 86.00,-2.54E+4,4,-2.15E+4,6,1.22E+4,4,1.92E+4,6,1.0E+3,4,-5.3E+3,4,3.58E+4,5,7.E+2,4,8106,7
30,25,55Zn,0.0,19.8,ms,13,(5/2-),EC = 100.00,-1.43E+4,4,,,1.63E+4,4,1.66E+4,5,0,AP,-5.0E+3,6,,,-8.E+2,4,7904,7
30,25,55Zn,0.0,19.8,ms,13,(5/2-),EP = 91.00,-1.43E+4,4,,,1.63E+4,4,1.66E+4,5,0,AP,-5.0E+3,6,,,-8.E+2,4,7904,7
30,53,83Zn,0.0,117,ms,20,,B- = 100.00,-3.63E+4,3,1.30E+4,3,-1.69E+4,6,2.0E+3,3,1.78E+4,5,-1.06E+4,6,6.2E+3,3,3.48E+4,8,8226,4
30,53,83Zn,0.0,117,ms,20,,BN ? ,-3.63E+4,3,1.30E+4,3,-1.69E+4,6,2.0E+3,3,1.78E+4,5,-1.06E+4,6,6.2E+3,3,3.48E+4,8,8226,4
30,52,82Zn,0.0,228,ms,10,0+,B- = 100.00,-42314,3,10617,4,-1.76E+4,4,4186,6,1.77E+4,3,-9.9E+3,4,6808,4,3.37E+4,6,8301.12,4
30,55,85Zn,,637,ns,GT,,B- = 100.00,-2.51E+4,5,1.46E+4,5,,,1.3E+3,6,1.87E+4,7,-1.14E+4,9,5.0E+3,6,,,8090,6
30,55,85Zn,,637,ns,GT,,BN ? ,-2.51E+4,5,1.46E+4,5,,,1.3E+3,6,1.87E+4,7,-1.14E+4,9,5.0E+3,6,,,8090,6
30,55,85Zn,,637,ns,GT,,B2N ? ,-2.51E+4,5,1.46E+4,5,,,1.3E+3,6,1.87E+4,7,-1.14E+4,9,5.0E+3,6,,,8090,6
30,54,84Zn,0.0,633,ns,GT,0+,B- = 100.00,-3.18E+4,4,1.23E+4,4,-1.91E+4,6,3.6E+3,5,1.87E+4,6,-1.10E+4,7,5.7E+3,4,3.57E+4,9,8171,5
30,54,84Zn,0.0,633,ns,GT,0+,B2N  ,-3.18E+4,4,1.23E+4,4,-1.91E+4,6,3.6E+3,5,1.87E+4,6,-1.10E+4,7,5.7E+3,4,3.57E+4,9,8171,5
30,54,84Zn,0.0,633,ns,GT,0+,BN  ,-3.18E+4,4,1.23E+4,4,-1.91E+4,6,3.6E+3,5,1.87E+4,6,-1.10E+4,7,5.7E+3,4,3.57E+4,9,8171,5
30,51,81Zn,0.0,303.5,ms,29,(5/2+),B- = 100.00,-46200,5,11428,6,-1.53E+4,3,2622,6,1.68E+4,3,-1.13E+4,4,8910,6,3.26E+4,5,8351.93,6
30,51,81Zn,0.0,303.5,ms,29,(5/2+),BN = 7.50,-46200,5,11428,6,-1.53E+4,3,2622,6,1.68E+4,3,-1.13E+4,4,8910,6,3.26E+4,5,8351.93,6
30,50,80Zn,0.0,561.9,ms,30,0+,B- = 100.00,-51649,3,7575,4,-1.60E+4,3,6288,3,1.653E+4,11,-1.19E+4,3,10308,3,3.13E+4,4,8423.55,3
30,50,80Zn,0.0,561.9,ms,30,0+,BN = 1.00,-51649,3,7575,4,-1.60E+4,3,6288,3,1.653E+4,11,-1.19E+4,3,10308,3,3.13E+4,4,8423.55,3
30,56,86Zn,,,,,,,-2.01E+4,5,1.37E+4,6,,,3.0E+3,7,,,-1.18E+4,9,4.4E+3,6,,,8032,6
30,42,72Zn,0.0,46.5,h,1,0+,B- = 100.00,-68145.5,21,442.8,23,-9384,3,8888,3,12723,3,-7107,4,14723,3,23510,3,8691.81,3
30,41,71Zn,0.0,2.45,m,10,1/2-,B- = 100.00,-67329,3,2810,3,-5640,3,5835,3,11641,3,-6011,4,15054,3,21928,5,8689.04,4
30,41,71Zn,0.1577,3.96,h,5,9/2+,B- = 100.00,-67171,3,2810,3,-5640,3,5835,3,11641,3,-6011,4,15054,3,21928,5,8689.04,4
30,41,71Zn,0.1577,3.96,h,5,9/2+,IT LE 0.05,-67171,3,2810,3,-5640,3,5835,3,11641,3,-6011,4,15054,3,21928,5,8689.04,4
30,44,74Zn,0.0,95.6,s,12,0+,B- = 100.00,-65757,3,2293,4,-10773,7,8235,3,14058,3,-8968,3,13754,3,26109,3,8642.75,3
30,43,73Zn,0.0,23.5,s,10,(1/2)-,B- = 100.00,-65593.4,19,4106,3,-7628,3,5519,3,13099.4,23,-8040,4,14407,3,24765,3,8648.35,3
30,43,73Zn,0.0,5.8,s,8,,B-  ,-65593.4,19,4106,3,-7628,3,5519,3,13099.4,23,-8040,4,14407,3,24765,3,8648.35,3
30,43,73Zn,0.0,5.8,s,8,,IT  ,-65593.4,19,4106,3,-7628,3,5519,3,13099.4,23,-8040,4,14407,3,24765,3,8648.35,3
30,43,73Zn,0.1955,13.0,ms,2,(5/2+),IT = 100.00,-65397.9,19,4106,3,-7628,3,5519,3,13099.4,23,-8040,4,14407,3,24765,3,8648.35,3
30,40,70Zn,0.0,2.3E+17,y,GE,0+,2B-  ,-69564.7,19,-654.6,16,-7610.4,22,9218.2,20,11117.5,24,-5983.4,24,15700.2,20,20679,4,8729.81,3
30,49,79Zn,0.0,0.746,s,42,(9/2+),B- = 100.00,-53432.3,22,9116,3,-1.205E+4,11,4020,3,15932,14,-1.162E+4,20,10786,3,3.07E+4,4,8450.58,3
30,49,79Zn,0.0,0.746,s,42,(9/2+),BN = 1.70,-53432.3,22,9116,3,-1.205E+4,11,4020,3,15932,14,-1.162E+4,20,10786,3,3.07E+4,4,8450.58,3
30,46,76Zn,0.0,5.7,s,3,0+,B- = 100.00,-62303.0,15,3993.6,24,-12343.4,17,7815.4,24,15121.8,16,-10502,3,12689,3,2.818E+4,20,8582.274,19
30,45,75Zn,0.0,10.2,s,2,(7/2+),B- = 100.00,-62558.9,20,5901.7,21,-9110.7,21,4874,3,13842,6,-9578,3,13108,3,27029,3,8592.50,3
30,48,78Zn,0.0,1.47,s,15,0+,B- = 100.00,-57483.2,19,6220.8,22,-13716,13,6765,3,15909.4,23,-1.121E+4,20,11322.9,24,2.99E+4,3,8507.380,25
30,47,77Zn,0.0,2.08,s,5,(7/2+),B- = 100.00,-58789.2,20,7203,3,-10948.4,23,4557.5,25,15096.5,22,-11106,3,12373,3,2.913E+4,20,8530.00,3
30,47,77Zn,0.7724,1.05,s,10,(1/2-),IT AP 50.00,-58016.8,20,7203,3,-10948.4,23,4557.5,25,15096.5,22,-11106,3,12373,3,2.913E+4,20,8530.00,3
30,47,77Zn,0.7724,1.05,s,10,(1/2-),B- LT 50.00,-58016.8,20,7203,3,-10948.4,23,4557.5,25,15096.5,22,-11106,3,12373,3,2.913E+4,20,8530.00,3
30,31,61Zn,0.0,89.1,s,2,3/2-,EC = 100.00,-56349,16,-9.21E+3,4,4613,16,10246,16,5293,16,-2690,16,25276,16,9770,16,8610.3,3
30,31,61Zn,0.0884,430,ms,LT,1/2-,IT  ,-56261,16,-9.21E+3,4,4613,16,10246,16,5293,16,-2690,16,25276,16,9770,16,8610.3,3
30,31,61Zn,0.4181,0.14,s,7,3/2-,IT  ,-55931,16,-9.21E+3,4,4613,16,10246,16,5293,16,-2690,16,25276,16,9770,16,8610.3,3
30,31,61Zn,0.7560,0.13,s,LT,5/2-,IT  ,-55593,16,-9.21E+3,4,4613,16,10246,16,5293,16,-2690,16,25276,16,9770,16,8610.3,3
30,30,60Zn,0.0,2.38,m,5,0+,EC = 100.00,-54174.5,5,-1.458E+4,20,3148.8,16,15030.1,7,5105.0,4,-2691.7,5,2.802E+4,5,8523.5,4,8583.052,9
30,33,63Zn,0.0,38.47,m,5,3/2-,EC = 100.00,-62213.4,16,-5666.3,20,2344.4,15,9116.7,16,6714.9,16,-3481.5,16,22007,16,12569.3,16,8686.287,25
30,32,62Zn,0.0,9.186,h,13,0+,EC = 100.00,-61168.1,6,-9181.1,4,597.5,7,12891,16,6473.0,11,-3364.1,5,23136.3,7,11272.8,5,8679.345,10
30,39,69Zn,0.0,56.4,m,9,1/2-,B- = 100.00,-68417.9,8,909.9,14,-3703.7,16,6482.07,16,10139.8,18,-5717.0,8,16680.2,3,19253,3,8722.731,12
30,39,69Zn,0.4386,13.756,h,18,9/2+,IT = 99.97,-67979.3,8,909.9,14,-3703.7,16,6482.07,16,10139.8,18,-5717.0,8,16680.2,3,19253,3,8722.731,12
30,39,69Zn,0.4386,13.756,h,18,9/2+,B- = 0.03,-67979.3,8,909.9,14,-3703.7,16,6482.07,16,10139.8,18,-5717.0,8,16680.2,3,19253,3,8722.731,12
30,38,68Zn,0.0,STABLE,,,0+,,-70007.2,8,-2921.1,12,-5462.1,18,10198.10,19,9976.6,9,-5333.0,8,17250.6,3,18578.8,16,8755.682,12
30,35,65Zn,0.0,243.93,d,9,5/2-,EC = 100.00,-65912.0,6,-3254.5,6,329.7,4,7979.32,17,7776.6,6,-4114.9,7,19841.2,15,14977.1,6,8724.266,10
30,34,64Zn,0.0,7.0E20,y,GE,0+,2EC  ,-66004.0,6,-7171.2,15,-1601.6,6,11861.9,15,7713.1,6,-3955.7,7,20978.6,8,13835.5,6,8735.906,10
30,37,67Zn,0.0,STABLE,,,5/2-,,-67880.4,8,-1001.2,11,-1582.8,8,7052.47,23,8911.1,9,-4792.4,7,18111.0,9,17332.5,7,8734.153,11
30,36,66Zn,0.0,STABLE,,,0+,,-68899.2,7,-5175.5,8,-3662.9,9,11058.5,9,8924.5,9,-4577.7,7,19037.8,9,16378.1,7,8759.634,11
31,54,85Ga,0.0,92,ms,4,(5/2-),B- = 100.00,-3.974E+4,4,1.338E+4,4,-1.57E+4,5,3.72E+3,5,1.52E+4,4,-1.03E+4,3,6.63E+3,4,3.39E+4,5,8253.6,4
31,54,85Ga,0.0,92,ms,4,(5/2-),BN AP 35.00,-3.974E+4,4,1.338E+4,4,-1.57E+4,5,3.72E+3,5,1.52E+4,4,-1.03E+4,3,6.63E+3,4,3.39E+4,5,8253.6,4
